Data,Otwarcie
2021-03-22,57637.0
2021-03-23,54576.0
2021-03-24,54395.0
2021-03-25,52596.0
2021-03-26,51757.0
2021-03-29,55142.0
2021-03-30,57554.0
2021-03-31,58758.0
2021-04-01,58948.0
2021-04-05,58116.0
2021-04-06,58675.0
2021-04-07,57927.0
2021-04-08,56186.0
2021-04-09,57677.0
2021-04-12,59545.0
2021-04-13,60002.0
2021-04-14,63139.0
2021-04-15,62810.0
2021-04-16,63460.0
2021-04-19,56354.0
2021-04-20,56338.0
2021-04-21,57016.0
2021-04-22,54816.0
2021-04-23,51698.0
2021-04-26,47694.0
2021-04-27,53385.0
2021-04-28,55325.0
2021-04-29,54858.0
2021-04-30,53339.0
2021-05-03,56702.0
2021-05-04,57130.0
2021-05-05,54386.0
2021-05-06,56844.0
2021-05-07,56386.0
2021-05-10,58102.0
2021-05-11,55757.0
2021-05-12,56571.0
2021-05-13,54579.0
2021-05-14,49593.0
2021-05-17,45245.0
2021-05-18,43548.0
2021-05-19,43011.0
2021-05-20,38873.0
2021-05-21,40705.0
2021-05-24,34058.0
2021-05-25,38641.0
2021-05-26,37984.0
2021-05-27,39102.0
2021-05-28,39049.0
2021-05-31,35962.0
2021-06-01,36967.0
2021-06-02,36389.0
2021-06-03,37810.0
2021-06-04,38779.0
2021-06-07,35940.0
2021-06-08,34137.0
2021-06-09,33527.0
2021-06-10,36649.0
2021-06-11,36658.0
2021-06-14,38900.0
2021-06-15,40284.0
2021-06-16,39970.0
2021-06-17,38757.0
2021-06-18,37743.0
2021-06-21,35568.0
2021-06-22,31500.0
2021-06-23,32496.0
2021-06-24,33381.0
2021-06-25,34797.0
2021-06-28,32845.0
2021-06-29,34691.0
2021-06-30,36249.0
2021-07-01,34809.0
2021-07-02,33505.0
2021-07-05,35867.0
2021-07-06,34169.0
2021-07-07,33767.0
2021-07-08,34250.0
2021-07-09,32687.0
2021-07-12,34473.0
2021-07-13,32869.0
2021-07-14,32584.0
2021-07-15,32861.0
2021-07-16,31731.0
2021-07-19,31848.0
2021-07-20,30783.0
2021-07-21,29702.0
2021-07-22,31842.0
2021-07-23,32164.0
2021-07-26,34588.0
2021-07-27,37115.0
2021-07-28,38285.0
2021-07-29,40103.0
2021-07-30,39562.0
2021-08-02,41093.0
2021-08-03,39211.0
2021-08-04,38323.0
2021-08-05,39836.0
2021-08-06,40932.0
2021-08-09,44260.0
2021-08-10,45718.0
2021-08-11,45727.0
2021-08-12,46371.0
2021-08-13,44250.0
2021-08-16,46887.0
2021-08-17,46070.0
2021-08-18,44777.0
2021-08-19,44621.0
2021-08-20,46622.0
2021-08-23,48714.0
2021-08-24,49564.0
2021-08-25,48202.0
2021-08-26,49077.0
2021-08-27,47263.0
2021-08-30,48914.0
2021-08-31,48405.0
2021-09-01,46948.0
2021-09-02,48445.0
2021-09-03,49828.0
2021-09-06,51725.0
2021-09-07,52119.0
2021-09-08,46551.0
2021-09-09,46072.0
2021-09-10,46488.0
2021-09-13,45288.0
2021-09-14,45132.0
2021-09-15,46690.0
2021-09-16,48181.0
2021-09-17,47676.0
2021-09-20,47461.0
2021-09-21,43510.0
2021-09-22,41428.0
2021-09-23,43264.0
2021-09-24,44695.0
2021-09-27,43582.0
2021-09-28,43098.0
2021-09-29,41873.0
2021-09-30,41247.0
2021-10-01,43758.0
2021-10-04,47810.0
2021-10-05,48921.0
2021-10-06,51763.0
2021-10-07,55109.0
2021-10-08,54295.0
2021-10-11,54867.0
2021-10-12,57143.0
2021-10-13,56048.0
2021-10-14,57518.0
2021-10-15,57757.0
2021-10-18,60610.0
2021-10-19,61782.0
2021-10-20,64094.0
2021-10-21,65811.0
2021-10-22,62700.0
2021-10-25,60968.0
2021-10-26,62842.0
2021-10-27,60827.0
2021-10-28,58803.0
2021-10-29,60731.0
2021-11-01,61429.0
2021-11-02,61140.0
2021-11-03,62980.0
2021-11-04,62810.0
2021-11-05,61188.0
2021-11-08,62834.0
2021-11-09,66538.0
2021-11-10,67304.0
2021-11-11,65147.0
2021-11-12,65210.0
2021-11-15,64533.0
2021-11-16,63963.0
2021-11-17,60617.0
2021-11-18,59992.0
2021-11-19,56616.0
2021-11-22,59179.0
2021-11-23,56741.0
2021-11-24,57587.0
2021-11-25,57009.0
2021-11-26,58931.0
2021-11-29,56095.0
2021-11-30,58116.0
2021-12-01,57346.0
2021-12-02,57078.0
2021-12-03,56886.0
2021-12-06,49339.0
2021-12-07,50891.0
2021-12-08,50261.0
2021-12-09,50231.0
2021-12-10,47959.0
2021-12-13,50330.0
2021-12-14,46913.0
2021-12-15,48286.0
2021-12-16,48752.0
2021-12-17,47831.0
2021-12-20,47362.0
2021-12-21,46751.0
2021-12-22,49285.0
2021-12-23,48998.0
2021-12-24,50777.0
2021-12-27,51000.0
2021-12-28,51036.0
2021-12-29,47710.0
2021-12-30,47284.0
2021-12-31,47072.0
2022-01-03,47266.0
2022-01-04,46224.0
2022-01-05,46153.0
2022-01-06,43454.0
2022-01-07,43176.0
2022-01-10,42205.0
2022-01-11,41604.0
2022-01-12,42724.0
2022-01-13,43860.0
2022-01-14,42611.0
2022-01-17,43210.0
2022-01-18,42095.0
2022-01-19,42495.0
2022-01-20,41990.0
2022-01-21,41176.0
2022-01-24,35519.0
2022-01-25,36391.0
2022-01-26,36781.0
2022-01-27,36532.0
2022-01-28,36724.0
2022-01-31,37801.0
2022-02-01,38432.0
2022-02-02,38718.0
2022-02-03,37037.0
2022-02-04,36952.0
2022-02-07,41611.0
2022-02-08,44096.0
2022-02-09,44103.0
2022-02-10,44593.0
2022-02-11,43975.0
2022-02-14,42405.0
2022-02-15,42691.0
2022-02-16,44195.0
2022-02-17,44032.0
2022-02-18,40737.0
2022-02-21,38855.0
2022-02-22,37580.0
2022-02-23,37936.0
2022-02-24,37670.0
2022-02-25,37882.0
2022-02-28,37821.0
2022-03-01,42935.0
2022-03-02,44160.0
2022-03-03,44076.0
2022-03-04,42508.0
2022-03-07,38986.0
2022-03-08,38213.0
2022-03-09,38558.0
2022-03-10,41897.0
2022-03-11,39457.0
2022-03-14,37750.0
2022-03-15,39331.0
2022-03-16,39482.0
2022-03-17,40895.0
2022-03-18,41009.0
2022-03-21,41418.0
2022-03-22,41137.0
2022-03-23,42548.0
